Badge,Profile,Company,Location,Start Date,Salary,,Posted,Tags,Link
Actively hiring,Academic Content Writer,D-Vivid Consultant,"Ahmedabad, Gandhinagar",Immediately,3.4,4.5,1 week ago,Fresher Job,https://internshala.com//job/detail/academic-content-writer-fresher-jobs-in-ahmedabad-gandhinagar-at-d-vivid-consultant1679894523
Actively hiring,Virtual Assistant,Whyral Media,Work from home,Immediately,3.4,4.2,3 days ago,Fresher Job,https://internshala.com//job/detail/remote-virtual-assistant-fresher-jobs-at-whyral-media1680496685
,Sales Representative,IGlassify,Delhi,Immediately,3.4,,1 day ago,Fresher Job,https://internshala.com//job/detail/sales-representative-fresher-jobs-in-delhi-at-iglassify1680673865
,Retail Sales,Decathlon,Mumbai,Immediately,3.36,,3 weeks ago,Fresher Job,https://internshala.com//job/detail/retail-sales-fresher-jobs-in-mumbai-at-decathlon1678280834
Actively hiring,Business Development Associate,Metal Alloys (India),Mumbai,Immediately,3.35,4.5,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-mumbai-at-metal-alloys-india1679647020
,Sport Leader,Decathlon,"Mumbai, Kurla",Immediately,3.3,5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/sport-leader-fresher-jobs-in-mumbai-kurla-at-decathlon1679134660
,Human Resources (HR) Executive,India Business Ventures,Jaipur,Immediately,3.3,5,3 weeks ago,Fresher Job,https://internshala.com//job/detail/human-resources-hr-executive-fresher-jobs-in-jaipur-at-india-business-ventures1678694311
Actively hiring,Business Development Executive,Thumbell Waterworks (OPC) Private Limited,Delhi,Immediately,3.3,4.6,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-delhi-at-thumbell-waterworks-opc-private-limited1679903221
,Spring Boot Developer,Agrosperity Tech Solutions Private Limited (KiVi),Chennai,Immediately,3.3,4.6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/spring-boot-developer-fresher-jobs-in-chennai-at-agrosperity-tech-solutions-private-limited-kivi1678693776
Actively hiring,Business Development Specialist,Acify Technologies,Work from home,Immediately,3.3,4.2,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-business-development-specialist-fresher-jobs-at-acify-technologies1679377479
,Junior Business Development Executive,Zehntech Technologies Pvt. Ltd.,Indore,Immediately,3.25,,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-business-development-executive-fresher-jobs-in-indore-at-zehntech-technologies-pvt-ltd1678959878
Actively hiring,Online Finance Tutor - Day Shift (8 AM -11 PM),BrightChamps Tech Private Limited,Work from home,Immediately,3.2,7,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-online-finance-tutor-day-shift-8-am-11-pm-fresher-jobs-at-brightchamps-tech-private-limited1678948238
Actively hiring,Business Development Executive,Daphnis Labs Technologies Private Limited,Delhi,Immediately,3.2,7,3 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-delhi-at-daphnis-labs-technologies-private-limited1678213398
Actively hiring,Business Development Specialist,Corizo Edu-Tech,Bangalore,Immediately,3.2,6.2,1 week ago,Fresher Job,https://internshala.com//job/detail/business-development-specialist-fresher-jobs-in-bangalore-at-corizo-edu-tech1680005656
,Cluster Manager,Goaler Web Solutions,Work from home,Immediately,3.2,5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-cluster-manager-fresher-jobs-at-goaler-web-solutions1679408941
Actively hiring,Video Editor,Whyral Media,Work from home,Immediately,3.2,4.8,2 days ago,Fresher Job,https://internshala.com//job/detail/remote-video-editor-fresher-jobs-at-whyral-media1680524538
,Digital Marketing Executive,Albedo,Ranchi,Immediately,3.2,4.8,1 week ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-ranchi-at-albedo1679819234
,Associate Videographer,A Perfect Recipe,Delhi,Immediately,3.2,4.8,2 weeks ago,Fresher Job,https://internshala.com//job/detail/associate-videographer-fresher-jobs-in-delhi-at-a-perfect-recipe1679289532
,Content Writer,Expersight,Bangalore,Immediately,3.2,4.6,3 weeks ago,Fresher Job,https://internshala.com//job/detail/content-writer-fresher-jobs-in-bangalore-at-expersight1678644340
,Inside Sales Executive,Aay Technology Private Limited,Bangalore,Immediately,3.2,4.5,7 days ago,Fresher Job,https://internshala.com//job/detail/inside-sales-executive-fresher-jobs-in-bangalore-at-aay-technology-private-limited1680069650
,Data Entry Executive,Ravden Technologies Private Limited,Work from home,Immediately,3.2,4.5,3 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-data-entry-executive-fresher-jobs-at-ravden-technologies-private-limited1678538084
,Quantity Surveyor,GlobalFair Impex,Bangalore,Immediately,3.2,4.4,6 days ago,Fresher Job,https://internshala.com//job/detail/quantity-surveyor-fresher-jobs-in-bangalore-at-globalfair-impex1680087980
Actively hiring,Public Relations,Girl Power Talk,"Agra, Amritsar, Jalandhar, Kolkata, Ludhiana, Mohali, Bhopal, Kangra",Immediately,3.2,4.3,3 weeks ago,Fresher Job,https://internshala.com//job/detail/public-relations-fresher-jobs-in-multiple-locations-at-girl-power-talk1678560073
Actively hiring,Business Development Associate,NowIntern,"Mumbai, Goregaon Kh, Bombay",Immediately,3.2,4.2,5 days ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-multiple-locations-at-nowintern1680265369
Actively hiring,Senior Web Developer,Jinu Shipping,"Delhi, Gurgaon, Greater Noida, Noida",Immediately,3.2,4,1 week ago,Fresher Job,https://internshala.com//job/detail/senior-web-developer-fresher-jobs-in-multiple-locations-at-jinu-shipping1679983397
Actively hiring,Operations And Business Development Trainee,Metapointer,Hyderabad,Immediately,3.2,4,2 weeks ago,Fresher Job,https://internshala.com//job/detail/operations-and-business-development-trainee-fresher-jobs-in-hyderabad-at-metapointer1679137041
,Business Development Associate,Findeans Technologies Private Limited,Delhi,Immediately,3.2,3.5,5 days ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-delhi-at-findeans-technologies-private-limited1680255056
,Customer Service Associate,Team99 Heights Private Limited,Nagpur,Immediately,3.2,3.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/customer-service-associate-fresher-jobs-in-nagpur-at-team99-heights-private-limited1679123314
,Corporate Sales Executive,Globuzzcation Metier Endeavour Pvt Ltd,Work from home,Immediately,3.2,3.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-corporate-sales-executive-fresher-jobs-at-globuzzcation-metier-endeavour-pvt-ltd1679077876
,Customer Acquisition Executive,LearnMall,Bangalore,Immediately,3.2,3.4,1 day ago,Fresher Job,https://internshala.com//job/detail/customer-acquisition-executive-fresher-jobs-in-bangalore-at-learnmall1680526266
,SEO Executive,State Of Digital Publishing,Work from home,Immediately,3.2,3.3,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-seo-executive-fresher-jobs-at-state-of-digital-publishing1679397377
,Business Development Executive,WhiteHat Jr,Bangalore,Immediately,3.2,3.22,3 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-bangalore-at-whitehat-jr1678697723
Actively hiring,IT Support Executive,TrakAff,Delhi,Immediately,3.16,4.5,2 days ago,Fresher Job,https://internshala.com//job/detail/it-support-executive-fresher-jobs-in-delhi-at-trakaff1680502412
Actively hiring,Business Support Associate,TrakAff,Delhi,Immediately,3.16,4.5,1 week ago,Fresher Job,https://internshala.com//job/detail/business-support-associate-fresher-jobs-in-delhi-at-trakaff1679904734
,Digital Marketing Executive,Signal Expert Global,Indore,Immediately,3.1,6.5,1 day ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-indore-at-signal-expert-global1680586626
Actively hiring,Digital Marketing Associate,Rangoli Furnishings Private Limited,"Delhi, Sonipat, Kundli",Immediately,3.1,4.8,1 week ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-associate-fresher-jobs-in-multiple-locations-at-rangoli-furnishings-private-limited1679761737
Actively hiring,Textile Designer,Rangoli Furnishings Private Limited,"Delhi, Sonipat, Kundli",Immediately,3.1,4.5,1 week ago,Fresher Job,https://internshala.com//job/detail/textile-designer-fresher-jobs-in-multiple-locations-at-rangoli-furnishings-private-limited1679763749
Actively hiring,Customer Acquisition Executive,Rangoli Furnishings Private Limited,"Kundli, Delhi, Sonipat",Immediately,3.1,4.5,1 week ago,Fresher Job,https://internshala.com//job/detail/customer-acquisition-executive-fresher-jobs-in-multiple-locations-at-rangoli-furnishings-private-limited1679762042
Actively hiring,Associate UI/UX Designer,TrakAff,Delhi,Immediately,3.06,4.12,2 days ago,Fresher Job,https://internshala.com//job/detail/associate-ui-ux-designer-fresher-jobs-in-delhi-at-trakaff1680527093
Actively hiring,Associate PHP Developer,TrakAff,Delhi,Immediately,3.06,4.12,2 days ago,Fresher Job,https://internshala.com//job/detail/associate-php-developer-fresher-jobs-in-delhi-at-trakaff1680526943
Actively hiring,Digital Marketing Associate,TrakAff,Delhi,Immediately,3.02,4.16,4 days ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-associate-fresher-jobs-in-delhi-at-trakaff1680342490
Actively hiring,WordPress Developer,TrakAff,Delhi,Immediately,3.02,4.16,4 days ago,Fresher Job,https://internshala.com//job/detail/wordpress-developer-fresher-jobs-in-delhi-at-trakaff1680342417
Actively hiring,Business Development Associate,TrakAff,Delhi,Immediately,3.02,4.15,4 days ago,Fresher Job,https://internshala.com//job/detail/business-development-associate-fresher-jobs-in-delhi-at-trakaff1680342248
,Digital Marketing Specialist,Unimaginable Technologies,Delhi,Immediately,3,9,6 days ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-specialist-fresher-jobs-in-delhi-at-unimaginable-technologies1680207378
,Associate Videographer,Unimaginable Technologies,Delhi,Immediately,3,9,6 days ago,Fresher Job,https://internshala.com//job/detail/associate-videographer-fresher-jobs-in-delhi-at-unimaginable-technologies1680207110
,Associate Video Editor,Unimaginable Technologies,Delhi,Immediately,3,9,6 days ago,Fresher Job,https://internshala.com//job/detail/associate-video-editor-fresher-jobs-in-delhi-at-unimaginable-technologies1680207050
,Associate UX/UI Designer,Unimaginable Technologies,Delhi,Immediately,3,9,6 days ago,Fresher Job,https://internshala.com//job/detail/associate-ux-ui-designer-fresher-jobs-in-delhi-at-unimaginable-technologies1680206972
,Junior Search Engine Optimization (SEO) Specialist,Unimaginable Technologies,Delhi,Immediately,3,8,6 days ago,Fresher Job,https://internshala.com//job/detail/junior-search-engine-optimization-seo-specialist-fresher-jobs-in-delhi-at-unimaginable-technologies1680204586
,Associate Content Writer,Unimaginable Technologies,Delhi,Immediately,3,8,6 days ago,Fresher Job,https://internshala.com//job/detail/associate-content-writer-fresher-jobs-in-delhi-at-unimaginable-technologies1680204457
Actively hiring,Node.js Developer,AtooZ Jobs,Bangalore,Immediately,3,8,1 week ago,Fresher Job,https://internshala.com//job/detail/nodejs-developer-fresher-jobs-in-bangalore-at-atooz-fresher-jobss1679591482
,Software Developer,Loanbaba,Navi Mumbai,Immediately,3,8,2 weeks ago,Fresher Job,https://internshala.com//job/detail/software-developer-fresher-jobs-in-navi-mumbai-at-loanbaba1679307455
Actively hiring,Junior Operations Specialist,TripFactory Private Limited,Bangalore,Immediately,3,8,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-operations-specialist-fresher-jobs-in-bangalore-at-tripfactory-private-limited1679139270
Actively hiring,Administration Executive,TripFactory Private Limited,Bangalore,Immediately,3,8,2 weeks ago,Fresher Job,https://internshala.com//job/detail/administration-executive-fresher-jobs-in-bangalore-at-tripfactory-private-limited1679138646
Actively hiring,Junior Operations Executive,TripFactory Private Limited,Bangalore,Immediately,3,8,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-operations-executive-fresher-jobs-in-bangalore-at-tripfactory-private-limited1679137679
,Business Development Executive,DevTown,Bangalore,Immediately,3,8,3 weeks ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-bangalore-at-devtown1678714176
,Sales Executive,CoConnexion,"Mumbai, Noida",Immediately,3,8,3 weeks ago,Fresher Job,https://internshala.com//job/detail/sales-executive-fresher-jobs-in-mumbai-noida-at-coconnexion1678622304
Actively hiring,B2B Sales Representative,WizKlub Learning,Work from home,Immediately,3,7,1 day ago,Fresher Job,https://internshala.com//job/detail/remote-b2b-sales-representative-fresher-jobs-at-wizklub-learning1680591627
Actively hiring,Cyber Security Trainer - Full Time,Allsoft Solutions And Service Private Limited,"Delhi, Lucknow, Mohali",Immediately,3,7,1 week ago,Fresher Job,https://internshala.com//job/detail/cyber-security-trainer-full-time-fresher-jobs-in-multiple-locations-at-allsoft-solutions-and-service-private-limited1679983043
,Sales Manager,Wall Rock Developers LLP,Noida,Immediately,3,7,2 weeks ago,Fresher Job,https://internshala.com//job/detail/sales-manager-fresher-jobs-in-noida-at-wall-rock-developers-llp1679310624
,Admission Counselor (Bengali),Hranker,"Delhi, Gurgaon",Immediately,3,7,2 weeks ago,Fresher Job,https://internshala.com//job/detail/admission-counselor-bengali-fresher-jobs-in-delhi-gurgaon-at-hranker1679471326
,WebGL Developer - 3D Rendering/Shader Programming,VR AR MR,Work from home,Immediately,3,7,2 weeks ago,Fresher Job,https://internshala.com//job/detail/remote-webgl-developer-3d-rendering-shader-programming-fresher-jobs-at-vr-ar-mr1679118282
Actively hiring,Junior Travel & Tourism Specialist,TripFactory Private Limited,Bangalore,Immediately,3,7,2 weeks ago,Fresher Job,https://internshala.com//job/detail/junior-travel-tourism-specialist-fresher-jobs-in-bangalore-at-tripfactory-private-limited1679138260
Actively hiring,Operations & Customer Success Associate,Mentoria,Mumbai,Immediately,3,7,3 weeks ago,Fresher Job,https://internshala.com//job/detail/operations-customer-success-associate-fresher-jobs-in-mumbai-at-mentoria1679563768
,Business Development Associate,Vardiano.com,Work from home,Immediately,3,6.5,2 days ago,Fresher Job,https://internshala.com//job/detail/remote-business-development-associate-fresher-jobs-at-vardianocom1680444447
,Business Development Executive,360 Digital Idea,Delhi,Immediately,3,6.5,5 days ago,Fresher Job,https://internshala.com//job/detail/business-development-executive-fresher-jobs-in-delhi-at-360-digital-idea1680253480
Actively hiring,Key Account Manager,CATKing Educare,"Delhi, Mumbai",Immediately,3,6.5,6 days ago,Fresher Job,https://internshala.com//job/detail/key-account-manager-fresher-jobs-in-delhi-mumbai-at-catking-educare1680200321
Actively hiring,Key Account Manager Sales,CATKing Educare,Mumbai,Immediately,3,6.5,6 days ago,Fresher Job,https://internshala.com//job/detail/key-account-manager-sales-fresher-jobs-in-mumbai-at-catking-educare1680166291
Actively hiring,Digital Marketing Executive,Zigsaw Consultancy,Udaipur,Immediately,3,6.5,1 week ago,Fresher Job,https://internshala.com//job/detail/digital-marketing-executive-fresher-jobs-in-udaipur-at-zigsaw-consultancy1680008918
,Deputy Audit Manager,Rohtas & Hans,Delhi,Immediately,3,6.5,2 weeks ago,Fresher Job,https://internshala.com//job/detail/deputy-audit-manager-fresher-jobs-in-delhi-at-rohtas-hans1679052638
,Administration Executive,Wellesley,Mumbai,Immediately,3,6.5,3 weeks ago,Fresher Job,https://internshala.com//job/detail/administration-executive-fresher-jobs-in-mumbai-at-wellesley1678767959
,Graphic Designer,Johnnette Technologies Private Limited,Noida,Immediately,3,6.5,3 weeks ago,Fresher Job,https://internshala.com//job/detail/graphic-designer-fresher-jobs-in-noida-at-johnnette-technologies-private-limited1678529878
